"Open Houses","Photo","MLS","AR","S","Address","City","BR","Baths(FTHQ)","SqFt","Lot Sz","YB","LP","SP","Lease Terms","Furnished","DOM"
"","26","24-383513","12","LD","1   Driftwood St #6","Marina Del Rey","4","4.00 (3 0 1 0)","1,663","5,103","1972","$12,999","$12,800","1+Year","Unfurnished","33"
"","23","24-374181","12","LD","5209   Ocean Front Walk #302","Venice","2","3.00 (3 0 0 0)","2,753","9,272","1976","$13,500","$13,000","1+Year","Unfurnished","75"
"","18","24-383573","12","LD","3021   Stanford Ave ","Marina Del Rey","4","5.00 (4 0 1 0)","4,000","4,016","2023","$13,900","$13,500","1-Year","Both","461"
"","18","25-478359","12","LD","29   Yawl St #B","Marina Del Rey","3","3.00 (2 0 0 1)","2,928","2,400","1969","$14,000","$15,000","1+Year","Unfurnished","6"
"","1","24-440349","12","LD","16   Voyage St ","Marina Del Rey","3","4.00 (3 0 1 0)","3,209","6,127","1988","$14,500","$14,500","1+Year","Unfurnished","107"
"","30","25562623","12","LD","138   Channel Pointe Mall ","MARINA DEL REY","3","5.00 (5 0 0 0)","3,520","3,149","2000","$14,500","$14,500","1+Year,Negotiable,12 Months","Unfurnished","28"
"","42","24-470057","12","LD","4   Jib St #5","Marina Del Rey","3","3.00 (3 0 0 0)","1,888","18,540","1971","$15,000","$16,250","6 Months,Other,Negotiable","Furnished","28"
"","19","24-460119","12","LD","1   Driftwood St #5","Marina Del Rey","4","4.00 (3 0 1 0)","2,433","5,103","1972","$15,000","$15,000","1+Year,1-Year","Both","30"
"","1","25565421","12","LD","1   Northstar St #101","Marina Del Rey","2","3.00 (2 0 1 0)","1,617","11,096","1973","$15,500","$13,500","1+Year,24 Months","Unfurnished","24"
"","28","24-464813","12","LD","130   Channel Pointe Mall ","Marina Del Rey","4","5.00 (5 0 0 0)","3,520","3,150","2000","$15,750","$15,750","1+Year,1-Year,12 Months","Both","51"
"","74","24-378911","12","LD","121   Reef Mall ","Marina Del Rey","4","6.00 (5 0 1 0)","4,748","3,162","1998","$15,900","$16,500","1+Year,1-Year,Negotiable,6 Months,Season,Short Term Lease,Month-to-Month,Weekly","Both","3"
"","60","24-368161","12","LD","3201   Viola Pl ","Marina Del Rey","5","6.00 (6 0 0 0)","4,172","6,685","1967","$16,000","$16,000","1+Year,Negotiable,Short Term Lease","Unfurnished","38"
"","1","SR24242166MR","12","LD","5206   Pacific Ave ","MARINA DEL REY","3","4.00 (3 0 1 0)","4,236","159,386,040","1991","$16,000","$16,000","","","1"
"","75","SR24002312MR","12","LD","143   Union Jack MALL ","MARINA DEL REY","5","7.00 (5 0 2 0)","6,452","3,793","1999","$16,500","$16,500","","Unfurnished","160"
"","47","24-348761","12","LD","4616   Roma Ct ","Marina Del Rey","4","5.00 (5 0 0 0)","4,100","2,822","1983","$16,500","$16,500","Negotiable,1+Year,6 Months,Month-to-Month,Short Term Lease","Furnished","78"
"","29","24-392897","12","LD","5317   Pacific Ave ","Marina Del Rey","3","4.00 (4 0 0 0)","2,488","2,499","1979","$16,500","$15,500","Short Term Lease,Season,Month-to-Month","Both","42"
"","46","24-373227","12","LD","129   Channel Pointe Mall ","Marina Del Rey","4","7.00 (6 1 0 0)","4,778","3,162","2001","$16,750","$16,500","1-Year","Both","57"
"","51","25496953","12","LD","928   Harbor Crossing Ln ","Marina Del Rey","3","3.00 (2 0 1 0)","3,585","8,636","2000","$17,000","$17,000","1+Year","Furnished","6"
"","75","25-482625","12","LD","4314   Marina City Dr #PH 20","Marina Del Rey","2","3.00 (2 0 0 1)","2,850","2,850","","$17,500","$19,250","1-Year","Furnished","3"
"","71","24-344131","12","LD","126   Westwind Mall ","Marina Del Rey","4","6.00 (5 1 0 0)","4,740","3,147","1997","$18,000","$20,000","1+Year,Negotiable","Furnished","96"
"","39","23-247705","12","LD","17   Privateer St ","Marina Del Rey","4","5.00 (4 0 1 0)","3,248","4,500","","$18,000","$18,000","Other","Furnished","407"
"","71","25-478451","12","LD","126   Westwind Mall ","Marina Del Rey","4","6.00 (5 1 0 0)","4,740","3,147","1997","$18,000","$19,000","1+Year,Negotiable,6 Months,12 Months,1-Year,Month-to-Month,Other,Renewal Options,Season,Short Term Lease,Weekly","Furnished","2"
"","74","24-428253","12","LD","121   Reef Mall ","Marina Del Rey","4","6.00 (5 0 1 0)","4,748","3,162","1998","$18,000","$20,000","1+Year,1-Year,Negotiable,6 Months,Season,Short Term Lease,Month-to-Month,Weekly","Furnished","131"
"","62","24-426459","12","LD","115   Union Jack Mall ","Marina Del Rey","5","6.00 (5 0 1 0)","5,204","4,403","1990","$18,900","$17,500","Negotiable,Month-to-Month,Short Term Lease,Season,Weekly,12 Months,24 Months,6 Months,1+Year,1-Year,Other","Furnished","40"
"","1","24-423041","12","LD","5418   Pacific Ave ","Marina Del Rey","4","5.00 (3 0 2 0)","4,490","7,666","2002","$19,995","$22,000","1-Year,Other,Negotiable,1+Year,6 Months,Short Term Lease","Unfurnished","155"
"","43","24-418891","12","LD","4611   Roma Ct ","Marina Del Rey","4","4.00 (4 0 0 0)","4,555","4,315","1988","$20,000","$21,000","1+Year","Both","110"
"","29","25510831","12","LD","4715   Via Dolce  ","Marina Del Rey","4","3.00 (3 0 0 0)","3,000","2,843","1981","$20,000","$20,000","12 Months,1+Year,6 Months","Furnished","47"
"","33","25497527","12","LD","146   Voyage Mall ","Marina Del Rey","5","6.00 (5 0 1 0)","5,284","3,151","2010","$22,500","$20,000","1+Year","Furnished","48"
"","50","25-480857","12","LD","4411   Roma Ct ","Marina Del Rey","4","5.00 (4 0 1 0)","3,711","4,508","1985","$23,575","$26,950","1+Year,1-Year,12 Months,6 Months","Furnished","3"
"","39","25-482041","12","LD","1   Eastwind St #302","Marina Del Rey","3","4.00 (4 0 0 0)","2,012","7,445","1974","$26,900","$26,900","Month-to-Month,Short Term Lease,Season","Furnished","59"
"","1","24-472025","12","LD","5106   Pacific Ave ","Marina Del Rey","5","6.00 (5 0 1 0)","4,817","3,647","2003","$27,500","$30,000","1+Year,1-Year","Unfurnished","33"
"","35","25514011","12","LD","5115   Via Donte  ","Marina Del Rey","8","10.00 (10 0 0 0)","8,429","4,555","2017","$29,500","$29,500","1+Year,1-Year,Month-to-Month,Negotiable,Other,Season,Weekly","Furnished","7"
"","34","25-484281","12","LD","3711   Ocean Front Walk #2","Marina Del Rey","2","3.00 (2 0 1 0)","2,368","3,642","1970","$30,000","$30,000","Negotiable","Furnished","1"
"","46","25493085","12","LD","129   Outrigger Mall ","Marina Del Rey","4","5.00 (4 0 1 0)","3,892","3,178","1985","$30,000","$30,000","Other","Furnished","38"
"","35","25505913","12","LD","3159   Thatcher Ave ","Marina Del Rey","6","4.00 (4 0 0 0)","3,778","4,712","1951","$38,000","$35,000","1+Year","Furnished","17"
